Temperature___C,Humidity_,Soil_moisture,Reference_evapotranspiration,Evapotranspiration,Crop_Coefficient,Crop_Coefficient_stage,Nitrogen_mgkg,Phosphorus_mgkg,Potassium,Solar_Radiation_ghi,Wind_Speed,Days_of_planted,pH,Water_Demand
28.94,94.75,144.88,442.9933273,291.6500153,1.2,Mid stage,67,44,96,89.84,3.71,85,5.29,531.5919927599999
20.36,82.76,428.42,846.6665828,836.8761373,0.91,Mid stage,90,69,56,733.49,2.64,85,2.74,770.4665903480001
23.24,64.21,250.16,994.6965063,560.0985683,0.9,Mid stage,114,91,63,716.35,2.51,85,6.27,895.2268556700001
23.79,88.75,292.62,27.96105869,687.6660778,0.85,Mid stage,88,56,65,543.86,2.96,85,2.36,23.7668998865
27.61,75.1,478.38,1092.766545,480.6891593,0.8,Mid stage,114,45,94,518.46,2.01,85,4.7,874.213236
22.14,62.93,323.72,541.1167645,531.8458691,1.33,Mid stage,108,101,84,328.49,1.72,85,5.54,719.6852967850001
22.25,80.99,697.48,145.7866758,690.2863236,0.91,Mid stage,68,69,127,312.6,2.32,85,5.98,132.665874978
22.98,67.98,252.37,622.4204161,851.7102841,0.84,Mid stage,86,49,123,350.8,1.79,85,5.21,522.833149524
29.34,74.59,621.86,504.9281486,639.1794232,1.29,Mid stage,65,44,84,76.73,2.44,85,4.47,651.357311694
26.09,71.14,627.63,55.20437637,26.29672066,1.08,Mid stage,65,54,71,36.72,2.68,85,3.1,59.6207264796
19.05,82.5,373.8,635.8090969,321.9378028,1.34,Mid stage,113,72,134,398.41,3.15,85,6.22,851.984189846
19.1,75.09,698.46,1024.796708,696.4748824,1.26,Mid stage,95,64,105,187.84,3.66,85,5.74,1291.24385208
23.2,63.64,284.02,520.4210492,31.00215071,1.1,Mid stage,86,75,137,539.66,1.03,85,2.85,572.46315412
28.73,67.55,172.82,252.8937384,792.0826426,1.49,Mid stage,111,88,64,183.15,1.38,85,6.8,376.811670216
27.64,77.52,448.97,738.3635765,605.6345093,0.87,Mid stage,112,56,126,543.11,2.4,85,2.59,642.376311555
27.91,87.62,124.33,295.1204116,214.1956521,0.83,Mid stage,97,51,73,179.45,3.55,90,5.43,244.949941628
28.74,60.34,395.01,1006.794959,393.3182118,1.03,Mid stage,76,92,123,496.76,2.12,90,6.04,1036.99880777
22.02,81.43,605.35,525.2731238,27.13438949,1.47,Mid stage,117,94,70,749.3,2.91,90,5.84,772.151491986
25.68,64.06,363.43,863.2253824,64.39713195,0.81,Mid stage,113,96,130,493.99,2.28,90,3.92,699.212559744
25.61,81.14,238.32,55.00217269,495.6922346,0.84,Mid stage,95,62,74,173.66,1.15,90,5.68,46.2018250596
28.35,89.29,268.28,806.0052577,205.0166894,1.43,Mid stage,100,80,124,64.26,2.65,90,4.31,1152.587518511
31.4,68.0,650.01,163.6257548,161.8844821,1.42,Mid stage,72,56,121,49.4,1.13,90,5.08,232.348571816
21.89,77.34,504.08,240.2719427,851.8230692,1.38,Mid stage,88,52,56,696.11,3.22,90,3.18,331.575280926
29.11,87.09,213.56,947.5779207,587.9934356,1.28,Mid stage,65,79,87,489.98,3.72,90,5.23,1212.899738496
27.24,66.15,388.65,137.1937329,39.9137488,1.45,Mid stage,62,62,98,665.62,1.89,90,3.35,198.930912705
26.12,65.34,476.46,324.8870829,267.3431935,1.25,Mid stage,110,103,131,405.93,2.2,90,2.73,406.108853625
28.85,91.68,412.98,407.5280495,165.4746699,1.03,Mid stage,80,107,129,240.51,2.74,90,3.85,419.753890985
31.22,84.31,575.35,1001.101614,862.4297363,1.45,Mid stage,116,92,74,334.67,2.74,90,5.44,1451.5973403
18.51,85.78,123.65,158.0357128,276.3111395,0.9,Mid stage,74,57,139,72.01,2.73,90,2.38,142.23214152
20.06,89.54,283.02,679.0115325,548.2302091,1.35,Mid stage,77,62,46,154.49,1.01,90,4.71,916.665568875
28.59,78.88,453.26,223.9956325,468.3157415,0.81,Mid stage,86,86,70,242.83,1.98,90,6.14,181.436462325
19.17,77.09,432.56,318.4010323,816.4925785,1.06,Mid stage,112,71,96,210.83,2.79,90,6.01,337.505094238
25.23,79.47,180.37,490.1209811,5.508908777,1.48,Mid stage,64,89,121,75.97,2.09,90,6.26,725.3790520279999
21.08,85.1,221.63,602.4020085,294.0644244,0.88,Mid stage,106,69,117,506.71,2.95,90,2.46,530.11376748
21.84,73.68,556.72,193.7356269,157.7690093,1.24,Mid stage,68,49,88,512.32,2.89,90,3.19,240.232177356
27.83,63.33,430.18,655.4786309,703.8112692,1.43,Mid stage,68,92,92,110.15,2.57,90,6.42,937.334442187
18.42,64.75,491.18,668.3615794,350.7650839,0.97,Mid stage,79,41,42,415.07,1.23,90,6.56,648.310732018
30.23,94.09,593.72,449.9802677,753.4528329,0.94,Mid stage,75,61,66,175.47,3.31,90,3.4,422.981451638
24.22,61.81,458.62,221.5914341,475.8271542,1.35,Mid stage,79,73,95,368.87,1.62,90,4.65,299.148436035
25.03,84.91,302.09,367.9860767,855.0559036,0.92,Mid stage,110,51,64,355.85,3.95,90,2.24,338.547190564
25.56,93.03,423.49,108.7422142,398.8129236,1.41,Mid stage,114,109,68,20.48,3.81,90,6.8,153.326522022
27.04,64.52,195.63,819.5766915,315.7715184,1.25,Mid stage,78,82,112,192.27,2.25,90,2.6,1024.470864375
22.83,85.28,277.8,17.06441271,663.1112663,1.41,Mid stage,85,91,116,549.25,1.85,90,5.53,24.0608219211
19.42,70.59,499.98,365.6381274,165.8132249,1.49,Mid stage,97,53,77,151.45,1.78,90,3.68,544.800809826
22.46,68.29,143.84,1016.850223,576.9756855,1.27,Mid stage,74,78,109,730.62,2.96,90,3.48,1291.39978321
20.35,89.84,120.49,207.0837291,54.53800807,1.42,Mid stage,84,87,41,709.07,1.45,90,4.33,294.058895322
25.79,91.83,634.5,576.3435828,653.2896729,1.28,Mid stage,65,54,80,308.67,1.55,90,3.37,737.719785984
22.45,72.15,679.31,165.0202436,696.993318,0.84,Mid stage,110,71,122,90.88,3.39,90,2.36,138.61700462399995
31.41,82.14,645.26,1044.795477,119.700938,0.84,Mid stage,69,101,82,458.7,1.88,90,5.83,877.6282006799998
31.52,66.16,244.97,902.8168401,795.2534878,0.94,Mid stage,87,106,125,204.13,1.03,90,6.56,848.6478296939999
26.68,87.64,557.7,344.5753969,82.64338197,1.21,Mid stage,86,85,104,510.01,1.64,90,5.55,416.936230249
26.64,90.84,384.75,827.3884976,671.0612558,1.13,Mid stage,75,82,120,115.73,2.0,90,5.36,934.949002288
31.8,71.15,161.15,624.5201172,823.5090917,1.26,Mid stage,95,62,81,172.26,2.16,90,3.54,786.895347672
30.42,82.85,581.09,244.5958553,580.9623691,1.02,Mid stage,73,67,79,652.04,4.07,90,5.58,249.487772406
28.71,90.67,588.74,148.691473,510.8587345,0.83,Mid stage,70,51,135,700.57,1.1,90,6.08,123.41392259
22.39,60.54,538.75,274.9199813,648.1494012,1.08,Mid stage,71,94,128,636.4,3.98,90,3.55,296.91357980400005
23.12,89.95,698.0,692.2606632,200.2029365,0.97,Mid stage,95,69,67,126.28,2.96,90,2.95,671.492843304
20.82,80.02,695.43,1050.297678,272.3985375,1.04,Mid stage,74,77,117,39.22,2.64,90,4.92,1092.3095851199998
24.82,74.49,224.06,854.7859499,750.3320677,1.46,Mid stage,110,92,68,156.08,2.2,90,2.16,1247.987486854
31.87,78.29,581.34,993.9034967,82.35590785,1.46,Mid stage,60,72,98,312.17,2.78,90,6.62,1451.099105182
30.77,88.84,502.7,214.2922246,529.0178287,1.02,Mid stage,69,86,137,711.81,1.98,90,4.39,218.578069092
19.66,85.27,541.35,1006.133727,797.0452541,1.0,Mid stage,110,99,105,638.85,3.35,90,2.86,1006.133727
18.35,77.54,694.72,94.06549493,74.73139474,0.93,Mid stage,105,46,62,611.24,1.35,90,6.31,87.4809102849
30.58,77.07,605.24,1038.661382,153.8448262,1.45,Mid stage,61,65,117,225.73,1.8,90,4.51,1506.0590039
25.52,91.47,347.08,156.1960038,94.04356114,0.96,Mid stage,64,71,54,150.85,1.51,90,3.68,149.948163648
20.8,68.13,663.73,398.3213555,96.77568959,1.09,Mid stage,85,53,129,240.22,3.36,90,2.15,434.170277495
27.43,63.35,627.6,380.7654141,722.3735606,1.29,Mid stage,87,91,72,536.86,4.1,90,5.31,491.187384189
27.02,83.75,529.62,363.5128656,563.4644398,1.32,Mid stage,113,64,110,683.51,2.49,90,4.06,479.836982592
19.71,84.58,663.44,810.5403945,202.0977695,1.49,Mid stage,113,98,57,21.26,3.91,90,5.8,1207.7051878050002
21.63,79.89,388.11,923.5797106,388.2691274,0.9,Mid stage,96,62,79,335.56,1.1,90,4.31,831.22173954
18.84,69.19,533.69,627.9502438,519.4843358,1.08,Mid stage,79,68,44,298.73,3.06,90,3.97,678.186263304
20.94,70.36,122.37,601.1364784,629.0000175,1.2,Mid stage,73,92,66,626.09,2.38,90,5.72,721.36377408
19.85,81.6,449.78,288.1774332,323.3702086,1.37,Mid stage,84,65,134,642.37,3.45,90,2.55,394.803083484
20.71,69.55,539.74,993.7542582,324.3141754,1.04,Mid stage,109,60,48,545.66,3.53,90,6.72,1033.504428528
27.6,77.49,342.15,621.6902962,353.2182722,1.43,Mid stage,107,107,54,441.06,2.6,90,4.01,889.017123566
18.69,71.62,623.39,453.0321641,147.145073,1.47,Mid stage,80,53,96,82.77,3.6,90,3.04,665.957281227
19.43,77.87,401.34,615.8897024,38.72454219,1.48,Mid stage,60,40,130,272.61,3.37,90,5.62,911.516759552
19.88,68.03,283.88,115.8089005,558.5362337,0.89,Mid stage,92,58,57,212.73,3.05,90,5.05,103.069921445
22.43,66.93,438.68,123.4662907,414.6104991,0.92,Mid stage,100,81,124,309.7,2.66,90,4.22,113.588987444
22.18,85.69,645.2,1020.086535,255.386694,1.02,Mid stage,90,40,68,585.99,3.23,90,2.27,1040.4882657
21.57,73.5,515.82,241.1927568,404.1313398,1.09,Mid stage,94,73,83,465.53,2.6,90,5.02,262.900104912
28.51,68.14,671.05,298.0389786,86.31843812,1.5,Mid stage,97,70,43,669.74,2.54,90,4.77,447.0584679
31.97,90.04,379.62,613.4092194,348.0158511,1.34,Mid stage,96,43,104,255.65,4.11,90,6.44,821.968353996
25.48,74.06,501.92,536.061304,556.4550668,1.25,Mid stage,101,75,52,135.08,1.26,94,3.93,670.0766299999999
31.22,64.06,484.47,611.7503851,838.095677,1.3,Mid stage,106,66,123,589.84,2.12,94,4.92,795.27550063
23.55,84.78,258.69,402.6066194,448.9615158,1.05,Mid stage,96,84,102,149.45,2.62,94,4.45,422.7369503700001
19.49,69.8,551.85,446.3315771,221.7509263,1.25,Mid stage,94,86,95,479.78,4.11,94,5.9,557.914471375
23.72,79.78,159.44,186.509962,400.8591923,0.83,Mid stage,76,43,103,690.71,2.35,94,2.84,154.80326846
22.15,81.83,453.57,547.2218128,194.2541013,0.99,Mid stage,96,99,98,467.86,2.69,94,5.71,541.749594672
24.91,93.69,223.25,465.828774,817.3119983,1.49,Mid stage,115,104,124,631.54,4.07,94,5.41,694.08487326
27.2,66.69,229.24,1034.152037,837.7706476,1.19,Mid stage,65,41,49,430.29,1.25,94,4.92,1230.64092403
24.45,69.95,688.3,143.6361669,48.07879282,1.33,Mid stage,85,47,80,561.71,1.94,94,3.78,191.036101977
31.09,92.63,343.02,677.698733,672.9240285,1.23,Mid stage,116,71,89,439.84,2.03,94,5.25,833.5694415899999
30.39,85.14,421.37,1063.212127,395.8507502,1.33,Mid stage,109,107,107,404.7,2.29,94,4.49,1414.0721289100002
27.83,75.73,505.77,108.6599897,743.1964184,1.15,Mid stage,61,94,135,633.91,4.11,94,6.49,124.958988155
24.86,85.72,409.01,793.5092633,531.6359205,1.5,Mid stage,82,48,53,85.88,1.14,94,2.64,1190.26389495
19.84,74.47,541.01,952.2021233,281.9418149,1.45,Mid stage,83,40,127,129.52,2.43,94,6.44,1380.693078785
23.56,74.35,135.1,366.1240468,23.95590299,1.4,Mid stage,72,63,58,140.68,3.91,94,2.44,512.57366552
27.86,65.47,512.49,626.7304071,792.2625119,0.85,Mid stage,68,64,100,294.14,2.07,94,2.28,532.720846035
21.99,78.27,308.15,99.50351784,535.5861996,0.81,Mid stage,117,77,111,572.12,2.06,94,4.97,80.5978494504
19.46,69.19,630.03,371.4252566,268.9653523,1.06,Mid stage,96,84,84,423.36,1.8,94,4.11,393.710771996
30.71,82.18,203.18,274.4657619,104.1325384,1.18,Mid stage,82,54,88,354.11,4.19,94,6.65,323.869599042
27.93,73.95,137.77,754.2194626,499.9219147,1.02,Mid stage,102,101,83,408.5,2.38,94,2.02,769.3038518520001
26.61,89.88,155.35,62.20086704,631.424994,1.28,Mid stage,109,71,126,598.79,2.65,94,5.12,79.6171098112
29.09,87.0,422.87,532.0686676,559.3645029,0.94,Mid stage,88,49,95,296.03,3.64,94,4.6,500.144547544
29.7,65.18,244.84,609.676579,15.87148199,1.09,Mid stage,66,54,83,201.04,4.1,94,5.48,664.54747111
24.77,80.69,556.84,1024.448838,801.4174452,1.31,Mid stage,74,71,92,718.94,4.18,94,6.09,1342.02797778
30.34,84.98,152.21,1013.313287,392.1817936,1.06,Mid stage,107,69,93,588.19,2.49,94,2.28,1074.11208422
30.83,78.01,256.2,8.245780966,65.91264484,1.49,Mid stage,111,90,62,634.15,3.06,94,6.28,12.28621363934
21.8,63.99,601.54,639.5531074,640.3890671,1.16,Mid stage,88,53,106,583.39,1.45,94,6.09,741.881604584
26.51,77.61,146.47,440.3672445,425.6475766,1.36,Mid stage,113,59,94,35.13,1.69,94,5.51,598.8994525200001
25.37,75.15,576.82,590.3454803,347.4809079,1.19,Mid stage,73,88,109,623.54,2.49,94,2.29,702.5111215569999
25.53,71.4,184.82,714.9104687,497.2695166,1.27,Mid stage,94,70,119,547.86,1.56,94,5.03,907.936295249
31.13,80.39,608.8,302.5400301,294.762358,1.25,Mid stage,113,55,47,575.81,3.1,94,5.25,378.175037625
22.27,71.37,574.74,837.5046739,215.245444,0.83,Mid stage,66,80,137,694.83,2.41,94,6.13,695.128879337
31.77,68.24,246.88,1012.65094,816.9973985,1.35,Mid stage,90,51,130,76.42,2.77,94,3.36,1367.078769
30.63,85.76,353.14,977.7758981,724.3096394,0.96,Mid stage,70,104,62,305.03,1.72,94,6.72,938.664862176
24.42,67.47,385.64,831.1217813,300.327723,1.01,Mid stage,60,104,74,702.24,2.55,94,6.64,839.4329991129999
29.44,88.19,348.39,577.377786,261.9978665,0.89,Mid stage,116,79,132,98.76,1.14,94,3.97,513.8662295400001
28.77,94.27,242.4,534.2265906,680.4669029,1.14,Mid stage,67,98,44,396.06,1.91,94,3.85,609.018313284
27.49,75.44,251.17,819.7535019,695.2638041,1.11,Mid stage,62,87,95,232.31,1.45,94,6.08,909.926387109
22.48,88.43,520.6,850.2303975,6.470680438,1.01,Mid stage,86,45,113,746.29,2.77,94,3.31,858.732701475
20.75,65.89,207.9,14.31921949,766.2231032,1.49,Mid stage,76,108,120,14.26,2.5,94,2.26,21.3356370401
27.4,87.91,283.55,42.5728019,402.8700415,1.44,Mid stage,97,80,100,690.14,3.22,94,3.22,61.304834736
29.8,93.69,156.55,525.8385464,87.97711406,0.87,Mid stage,62,66,66,323.98,4.05,94,6.08,457.479535368
18.23,78.1,246.5,953.125683,559.0214138,1.32,Mid stage,105,58,77,463.78,3.41,94,6.45,1258.12590156
27.0,68.95,141.93,237.291984,289.3858648,1.04,Mid stage,91,49,85,667.9,4.15,94,5.14,246.78366336
24.2,65.63,525.04,158.7908639,836.2477188,1.26,Mid stage,112,97,108,309.5,3.51,94,3.32,200.076488514
30.57,92.08,354.57,1026.545314,723.6122482,1.41,Mid stage,63,41,51,664.2,2.41,94,3.53,1447.4288927399998
22.5,71.36,339.05,980.3324622,151.982708,1.31,Mid stage,97,95,101,498.72,1.81,94,2.56,1284.235525482
24.64,77.4,401.67,296.2730287,696.4557038,0.81,Mid stage,61,86,58,168.78,1.27,94,2.75,239.981153247
25.21,75.17,271.55,924.4732044,228.6825454,1.42,Mid stage,107,99,136,97.3,3.85,94,4.56,1312.751950248
19.97,75.23,328.99,832.9541391,259.5555128,1.22,Mid stage,97,83,127,455.78,2.77,94,6.11,1016.204049702
27.98,86.78,462.76,1094.934755,885.4633435,1.4,Mid stage,118,96,56,569.22,3.5,94,4.16,1532.908657
29.63,92.73,250.22,180.548433,104.3353358,1.46,Mid stage,73,92,53,81.41,2.61,94,3.93,263.60071218
18.81,82.29,387.94,987.2355912,670.4019788,1.34,Mid stage,65,109,43,297.37,1.33,94,3.92,1322.895692208
22.08,93.5,453.46,63.62140893,670.771195,1.15,Mid stage,78,67,52,470.46,2.18,94,2.54,73.16462026949999
18.53,66.67,200.09,740.6980465,189.2593108,0.9,Mid stage,107,69,89,96.79,1.1,94,4.81,666.62824185
31.39,79.74,298.04,736.4044276,794.2158492,1.35,Mid stage,93,82,111,703.28,3.65,94,6.34,994.14597726
27.34,83.99,440.28,1007.34765,81.10482549,1.16,Mid stage,83,65,132,352.47,3.33,94,3.92,1168.523274
31.5,85.02,352.73,251.4352007,645.4598532,1.44,Mid stage,112,93,66,399.76,4.16,94,6.26,362.066689008
25.44,86.45,535.28,189.6240128,1.306435363,1.46,Mid stage,94,77,131,122.49,1.13,94,4.51,276.851058688
29.23,71.66,254.17,565.3490268,640.0829189,0.86,Mid stage,102,60,48,363.26,3.52,94,3.44,486.200163048
23.24,90.88,393.02,1047.876345,557.0768637,1.28,Mid stage,61,95,69,245.68,2.93,94,4.43,1341.2817216
22.95,64.61,596.21,307.4737554,341.6559849,1.25,Mid stage,110,105,97,14.98,1.96,94,6.38,384.34219425
23.3,69.75,202.81,876.5347852,585.4068385,1.15,Mid stage,107,54,99,429.24,1.68,94,2.88,1008.01500298
27.21,76.4,639.06,352.6164255,600.0896197,0.97,Mid stage,90,70,88,225.92,2.1,94,3.57,342.037932735
23.03,80.72,379.4,281.3788927,551.3984814,1.01,Mid stage,80,108,55,459.36,3.58,94,5.83,284.192681627
30.61,70.33,398.31,752.8321718,182.2058836,1.22,Mid stage,84,96,137,674.58,3.96,94,2.6,918.455249596
31.77,91.77,488.83,848.7751875,277.7943327,1.45,Mid stage,75,61,46,269.79,2.21,94,6.82,1230.724021875
18.43,75.81,434.26,15.35662604,787.1547977,1.46,Mid stage,60,109,111,567.24,2.79,94,5.38,22.4206740184
20.71,63.51,597.49,642.3773428,752.1292311,1.29,Mid stage,79,101,111,609.99,3.49,94,2.58,828.666772212
19.57,88.67,228.25,584.4626386,303.5168816,0.8,Mid stage,64,90,76,85.96,2.9,94,6.54,467.57011088
18.59,93.79,195.34,428.5190217,889.618319,0.93,Mid stage,68,72,60,617.2,3.46,94,5.09,398.522690181
21.19,72.12,272.82,864.0641855,852.2734023,0.82,Mid stage,62,90,80,176.19,3.32,94,6.62,708.53263211
24.26,79.41,698.73,392.1568815,641.3140302,0.88,Mid stage,87,105,88,642.1,1.83,94,6.29,345.09805572
29.72,80.41,177.34,598.8868752,186.118309,1.04,Mid stage,61,73,124,436.76,1.75,94,6.8,622.842350208
21.11,88.06,427.66,471.2161889,209.0449159,0.97,Mid stage,95,102,73,67.89,1.54,94,5.62,457.079703233
24.92,65.31,568.56,493.4088183,429.9223777,1.3,Mid stage,88,65,75,162.23,2.73,94,2.74,641.4314637900001
31.01,89.44,602.91,534.6936895,68.27965296,0.85,Mid stage,104,101,126,88.42,2.14,94,4.74,454.489636075
27.34,85.26,675.31,172.6429655,808.3664743,1.41,Mid stage,99,61,98,572.42,2.52,94,2.84,243.426581355
29.17,61.22,697.2,884.0013138,367.9930996,0.9,Mid stage,76,94,53,576.7,4.19,94,2.34,795.6011824200001
25.71,79.84,440.31,320.3610516,321.9797375,1.12,Mid stage,99,81,86,96.48,3.83,94,2.22,358.804377792
31.73,60.98,259.66,568.4090832,408.5565282,1.49,Mid stage,113,74,107,677.94,1.4,94,4.15,846.9295339680001
26.24,77.38,421.54,301.1020392,830.7111643,0.82,Mid stage,102,59,114,436.41,2.52,94,4.73,246.903672144
18.64,80.98,546.9,945.3524029,819.9504721,1.44,Mid stage,109,86,72,310.32,2.43,94,4.26,1361.307460176
20.77,82.22,396.47,915.0240483,231.5731644,1.43,Mid stage,65,67,40,591.81,2.73,94,6.99,1308.484389069
23.67,92.44,277.94,1045.731146,494.6136748,1.22,Mid stage,61,52,48,398.15,2.55,94,6.31,1275.79199812
26.42,70.4,596.81,401.3262616,389.9688393,1.37,Mid stage,102,76,102,668.94,2.78,94,3.42,549.816978392
28.81,89.56,600.89,975.762048,42.28065981,0.96,Mid stage,89,109,75,503.71,1.49,94,2.68,936.73156608
23.78,75.83,439.38,944.8843345,472.5935676,1.13,Mid stage,75,75,106,606.19,3.04,94,6.46,1067.719297985
27.94,83.34,468.9,631.610935,691.0320888,1.46,Mid stage,110,45,50,375.82,2.81,94,3.41,922.1519651
29.06,88.28,417.85,163.1843158,695.7760619,1.18,Mid stage,89,70,88,550.65,2.23,94,3.02,192.557492644
22.44,85.34,573.64,774.8592428,660.8236082,1.49,Mid stage,86,105,71,34.31,2.52,94,2.91,1154.540271772
31.71,87.84,634.51,1039.321857,183.8667996,1.2,Mid stage,94,43,85,43.01,1.81,94,2.51,1247.1862284
27.1,82.26,121.17,901.4162886,66.81440488,1.0,Mid stage,112,90,123,148.14,2.63,94,2.15,901.4162886
30.33,88.03,684.7,85.10763563,152.9740386,1.17,Mid stage,110,94,102,504.0,1.21,94,4.07,99.5759336871
25.78,91.82,319.59,25.75328934,9.913529212,1.03,Mid stage,81,73,123,322.49,1.93,94,6.43,26.5258880202
28.38,91.65,351.49,507.2388682,680.4520266,1.0,Mid stage,80,83,139,53.23,4.08,94,6.86,507.2388682
28.79,71.48,333.26,1004.39659,184.905005,1.25,Mid stage,115,57,46,311.21,1.74,94,6.86,1255.4957375
30.72,94.02,609.73,794.8767111,392.4600528,1.45,Mid stage,86,92,96,535.22,1.61,94,2.88,1152.5712310949998
20.1,62.02,547.34,1099.324756,84.2575612,0.97,Mid stage,97,69,123,501.76,3.53,94,2.2,1066.34501332
25.82,81.57,223.77,690.4011617,484.9982427,1.06,Mid stage,84,100,99,169.96,3.15,94,2.73,731.825231402
24.0,77.33,356.69,970.5707504,368.1896293,0.93,Mid stage,89,82,100,482.06,2.37,94,5.99,902.630797872
30.92,68.07,121.58,893.4155179,246.544982,0.88,Mid stage,109,106,121,382.16,2.45,94,2.92,786.2056557520001
19.47,78.73,585.81,592.9311925,855.0740771,1.07,Mid stage,112,53,102,725.17,3.74,94,2.95,634.436375975
31.76,62.31,257.04,100.4051493,280.064702,1.44,Mid stage,90,87,66,712.94,3.78,94,4.48,144.583414992
30.26,79.38,168.15,144.7855127,603.0355177,1.13,Mid stage,76,54,42,86.68,3.34,94,6.13,163.607629351
19.03,89.91,503.25,897.2146229,867.4361681,1.12,Mid stage,72,107,128,665.4,4.05,94,2.84,1004.880377648
24.87,64.93,247.08,406.9419056,628.489812,1.47,Mid stage,103,83,129,96.81,3.51,94,3.57,598.204601232
28.05,71.39,438.42,663.3024231,618.961087,1.48,Mid stage,71,55,80,24.89,3.5,94,5.3,981.687586188
28.33,82.09,213.5,321.5910787,705.2671418,1.16,Mid stage,78,57,124,205.02,1.92,94,2.75,373.045651292
30.69,72.58,578.26,980.790629,585.2939617,1.28,Mid stage,98,45,114,487.8,4.11,94,5.26,1255.41200512
29.2,74.53,689.54,1007.680011,368.8304177,1.24,Mid stage,94,79,91,511.43,4.03,94,5.7,1249.52321364
22.35,71.85,182.35,1051.320169,211.3566445,1.06,Mid stage,79,88,58,335.94,3.46,94,6.5,1114.39937914
24.98,76.89,608.02,1021.571794,861.0507962,1.41,Mid stage,69,105,101,123.82,2.84,94,5.72,1440.41622954
27.83,73.06,404.08,620.8547095,581.5120149,1.16,Mid stage,92,57,111,707.83,1.99,94,3.68,720.19146302
19.94,65.05,149.82,662.4660081,7.268695979,1.26,Mid stage,72,45,44,335.57,1.13,94,4.7,834.707170206
20.72,66.96,422.36,1058.510214,339.0128274,1.1,Mid stage,103,82,73,337.32,3.01,94,5.46,1164.3612354
24.73,62.77,399.52,410.525415,38.03169658,0.83,Mid stage,78,62,47,607.85,2.02,94,3.32,340.73609445
22.18,76.37,637.02,694.289845,771.68744,1.04,Mid stage,63,87,81,148.4,2.2,94,3.61,722.0614388
30.08,89.59,317.43,484.250392,199.4663086,1.01,Mid stage,103,55,42,345.46,3.62,94,6.51,489.09289592
26.21,63.17,559.35,379.849224,485.6573274,0.89,Mid stage,106,53,102,404.27,3.29,94,5.12,338.06580936
22.88,83.06,196.74,1022.457044,181.3650982,0.9,Mid stage,112,45,82,463.85,3.76,94,6.01,920.2113396
29.88,74.71,345.33,627.0389383,574.9003002,1.43,Mid stage,64,65,68,122.56,2.71,94,2.2,896.665681769
29.27,90.5,432.83,512.1516181,587.0421649,1.27,Mid stage,71,52,65,12.35,3.51,94,6.35,650.432554987
31.98,72.72,225.28,60.48760296,688.5262934,1.11,Mid stage,64,60,96,528.52,3.53,94,3.99,67.14123928560001
29.86,84.31,234.71,171.8821169,473.6940946,1.37,Mid stage,83,67,65,46.11,2.79,94,4.8,235.47850015300003
23.8,73.97,262.3,595.277059,749.4650993,1.03,Mid stage,117,68,126,715.58,1.96,94,2.2,613.13537077
19.78,78.97,550.82,1094.085534,685.9650799,1.01,Mid stage,85,105,89,240.81,2.52,94,6.87,1105.0263893400002
29.77,87.12,667.22,505.9206682,465.5660839,1.41,Mid stage,105,62,93,493.11,1.81,94,6.5,713.348142162
18.84,93.87,193.75,688.0855718,767.2769309,1.13,Mid stage,86,66,133,547.62,3.38,94,5.57,777.536696134
22.9,64.72,437.81,937.0099793,111.3170054,0.87,Mid stage,61,88,102,404.79,2.03,94,5.78,815.1986819910001
30.88,78.52,205.32,1010.31842,127.0816304,0.81,Mid stage,66,82,130,256.91,4.07,94,4.09,818.3579202
31.45,64.63,151.47,403.3769489,890.9041203,1.32,Mid stage,81,43,102,81.46,2.25,94,2.15,532.457572548
26.97,61.07,142.89,180.7895742,118.5779236,1.26,Mid stage,80,61,101,712.28,4.06,94,4.44,227.794863492
27.64,86.18,368.77,1068.461971,567.9852,1.35,Mid stage,90,104,101,484.97,3.68,94,4.12,1442.42366085
18.59,94.41,366.69,580.7111746,575.4721477,0.8,Mid stage,95,44,128,288.22,2.18,94,3.98,464.5689396800001
25.2,80.84,505.23,974.4714087,348.9827228,1.0,Mid stage,90,75,59,110.91,1.44,94,2.13,974.4714087
25.66,62.54,346.16,329.0582907,392.650975,1.27,Mid stage,68,101,136,713.99,1.89,94,2.88,417.904029189
22.76,62.16,253.24,98.44108396,465.7995289,1.28,Mid stage,116,94,81,270.22,2.09,94,5.42,126.0045874688
18.96,71.01,175.86,966.3639646,429.5704323,1.14,Mid stage,71,106,63,20.2,1.08,94,6.0,1101.6549196439998
21.2,73.33,451.27,458.8031568,567.7536499,0.86,Mid stage,96,70,93,612.94,1.36,94,4.55,394.570714848
23.01,60.14,246.06,485.1947491,58.10650123,1.09,Mid stage,110,88,52,636.07,1.84,94,4.63,528.862276519
24.09,89.49,338.75,1081.908859,207.371717,1.19,Mid stage,62,48,136,340.84,3.84,94,3.0,1287.4715422099998
26.27,76.4,130.17,450.3181115,510.619151,1.49,Mid stage,103,56,118,224.38,3.41,94,2.21,670.973986135
28.11,94.85,264.44,631.4738816,506.7996262,1.1,Mid stage,75,70,81,354.83,2.21,94,6.53,694.6212697600001
22.45,90.95,497.58,811.2829648,218.1510297,1.26,Mid stage,106,107,89,141.63,1.0,94,5.31,1022.216535648
22.61,77.53,191.42,248.4930817,84.57607654,1.39,Mid stage,69,63,68,349.75,1.32,94,5.07,345.405383563
